tmdb_id,title,release_date,budget,runtime,genres,popularity,vote_average,vote_count,production_companies,directors,cast,imdb_id,mpaa_rating,collection_id,lead_actor_1_name,lead_actor_1_id,lead_actor_1_character,lead_actor_2_name,lead_actor_2_id,lead_actor_2_character,opening_weekend_domestic
46838,Tucker and Dale vs. Evil,22/1/10,5000000,89,"['Comedy', 'Horror']",6.2383,7.4,2992,"['Eden Rock Media', 'Gynormous Pictures', 'Voltage Pictures']",['Eli Craig'],"['Tyler Labine', 'Alan Tudyk', 'Katrina Bowden', 'Jesse Moss', 'Philip Granger']",tt1465522,R,,Tyler Labine,51383,Dale,Alan Tudyk,21088,Tucker,52843
42188,Never Let Me Go,18/3/10,15000000,104,"['Drama', 'Romance', 'Science Fiction']",5.1812,6.848,2392,"['DNA Films', 'Film4 Productions']",['Mark Romanek'],"['Carey Mulligan', 'Keira Knightley', 'Andrew Garfield', 'Izzy Meikle-Small', 'Ella Purnell']",tt1334260,,,Carey Mulligan,36662,Kathy H.,Keira Knightley,116,Ruth C.,111734
41436,Paranormal Activity 2,20/10/10,3000000,91,"['Horror', 'Mystery']",4.7319,5.785,2563,"['Paramount Pictures', 'Blumhouse Productions', 'Solana Films', 'Room 101']",['Tod Williams'],"['Sprague Grayden', 'Brian Boland', 'Molly Ephraim', 'Katie Featherston', 'Micah Sloat']",tt1536044,R,41437,Sprague Grayden,118243,Kristi Rey,Brian Boland,87220,Daniel Rey,40678424
38167,Eat Pray Love,12/8/10,60000000,133,"['Drama', 'Romance']",6.2201,6.246,2560,"['Red Om Films', 'Columbia Pictures', 'Plan B Entertainment']",['Ryan Murphy'],"['Julia Roberts', 'Javier Bardem', 'James Franco', 'Billy Crudup', 'Richard Jenkins']",tt0879870,PG-13,,Julia Roberts,1204,Elizabeth 'Liz' Gilbert,Javier Bardem,3810,Felipe,23104523
23169,Remember Me,11/3/10,16000000,113,"['Drama', 'Romance']",6.3776,7.1,3644,['Summit Entertainment'],['Allen Coulter'],"['Robert Pattinson', 'Emilie de Ravin', 'Pierce Brosnan', 'Lena Olin', 'Chris Cooper']",tt1403981,PG-13,,Robert Pattinson,11288,Tyler Hawkins,Emilie de Ravin,28660,Ally Craig,8089139
44638,The Tempest,11/9/10,20000000,111,"['Drama', 'Fantasy', 'Comedy']",5.5823,5.328,128,"['Touchstone Pictures', 'Miramax', 'Chartoff Productions', 'Artemis Films', 'Mumbai Mantra Media', 'TalkStory Productions', 'Icon Entertainment International', 'Icon Productions']",['Julie Taymor'],"['Helen Mirren', 'Felicity Jones', 'Reeve Carney', 'David Strathairn', 'Tom Conti']",tt1274300,PG-13,,Helen Mirren,15735,Prospera,Felicity Jones,72855,Miranda,42436
23631,Machete,1/9/10,10500000,105,"['Action', 'Comedy', 'Thriller']",5.8417,6.334,3446,"['Overnight Films', 'Troublemaker Studios']","['Robert Rodriguez', 'Ethan Maniquis']","['Danny Trejo', 'Michelle Rodriguez', 'Jessica Alba', 'Robert De Niro', 'Steven Seagal']",tt0985694,R,210006,Danny Trejo,11160,Machete,Michelle Rodriguez,17647,Luz,11416164
41210,The Switch,11/5/10,19000000,101,"['Comedy', 'Romance', 'Drama']",6.034,6.227,1979,"['Mandate Pictures', 'Echo Films', 'Miramax', 'Bona Fide Productions']","['Josh Gordon', 'Will Speck']","['Jennifer Aniston', 'Jason Bateman', 'Patrick Wilson', 'Thomas Robinson', 'Jeff Goldblum']",tt0889573,PG-13,,Jennifer Aniston,4491,Kassie Larson,Jason Bateman,23532,Wally Mars,8436713
23172,The Spy Next Door,15/1/10,28000000,94,"['Action', 'Comedy', 'Family']",5.9351,5.872,1362,"['Spy Next Door', 'Relativity Media', 'Robert Simonds Productions', 'Lionsgate', 'Mandate International']",['Brian Levant'],"['Jackie Chan', 'Amber Valletta', 'Madeline Carroll', 'Will Shadley', 'Alina Foley']",tt1273678,PG,,Jackie Chan,18897,Bob Ho,Amber Valletta,38425,Gillian,9726056
89704,Happy People: A Year in the Taiga,3/9/10,0,94,['Documentary'],3.667,7.265,134,['Studio Babelsberg'],"['Werner Herzog', 'Dmitry Vasyukov']","['Werner Herzog', 'Gennady Soloviev', 'Anatoly Blumei', 'Gennady Tiganov', 'Mikhail Tarkovsky']",tt1683876,NR,,Werner Herzog,6818,Narrator (voice),Gennady Soloviev,4018097,Self - Trapper #1,10481
43947,I Spit on Your Grave,17/6/10,2000000,108,"['Thriller', 'Crime', 'Horror']",5.3748,6.5,2459,"['Anchor Bay Films', 'CineTel Films']",['Steven R. Monroe'],"['Sarah Butler', 'Jeff Branson', 'Tracey Walter', 'Andrew Howard', 'Chad Lindberg']",tt1242432,R,219691,Sarah Butler,129928,Jennifer Hills,Jeff Branson,90576,John 'Johnny' Miller,32440
46528,The Warrior's Way,1/12/10,42000000,100,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",4.9174,6.6,644,"['SCS Entertainment', 'Sidus', 'Relativity Media', 'Rogue Pictures', 'Sad Flutes', 'Fuse Media', 'Wellmade Entertainment', 'Kathy Morgan International']",['Lee Seung-moo'],"['Jang Dong-gun', 'Kate Bosworth', 'Geoffrey Rush', 'Danny Huston', 'Ti Lung']",tt1032751,R,,Jang Dong-gun,16962,Yang,Kate Bosworth,7517,Lynne,3048665
43920,Dog Pound,24/4/10,0,91,['Drama'],5.73,7.199,385,"['Angoa-Agicoa', 'Téléfilm Canada', 'Partizan', 'Grana Productions', 'Mars Films', 'CNC', 'Canal+', 'Kourtrajmé']",['Kim Chapiron'],"['Adam Butcher', 'Shane Kippel', 'Mateo Morales', 'Taylor Poulin', 'Slim Twig']",tt1422020,,,Adam Butcher,108534,Butch,Shane Kippel,133917,Davis,430041
37735,Easy A,16/9/10,8000000,93,['Comedy'],5.1968,6.81,7195,"['Screen Gems', 'Olive Bridge Entertainment']",['Will Gluck'],"['Emma Stone', 'Penn Badgley', 'Amanda Bynes', 'Dan Byrd', 'Thomas Haden Church']",tt1282140,PG-13,,Emma Stone,54693,Olive,Penn Badgley,110927,Woodchuck Todd,17734040
27579,The American,31/8/10,20000000,104,"['Crime', 'Drama', 'Thriller']",5.2755,5.968,1444,"['Twins Financing', 'This is that', 'Focus Features', 'Greenlit Rights', 'Smokehouse Pictures']",['Anton Corbijn'],"['George Clooney', 'Violante Placido', 'Thekla Reuten', 'Paolo Bonacelli', 'Johan Leysen']",tt1440728,R,,George Clooney,1461,Jack / Edward,Violante Placido,44649,Clara,13177790
44629,Animal Kingdom,3/6/10,5000000,113,"['Crime', 'Drama']",5.036,6.801,870,"['Porchlight Films', 'Screen Australia', 'Film Victoria', 'Screen NSW', 'Fulcrum Media Finance', 'Showtime Australia']",['David Michôd'],"['Ben Mendelsohn', 'Joel Edgerton', 'Guy Pearce', 'Luke Ford', 'Jacki Weaver']",tt1313092,,,Ben Mendelsohn,77335,Andrew 'Pope' Cody,Joel Edgerton,33192,Barry 'Baz' Brown,61968
11439,The Ghost Writer,12/2/10,45000000,128,"['Thriller', 'Mystery']",5.6825,6.815,2360,"['R.P. Productions', 'France 2 Cinéma', 'Runteam', 'CVT Productions', 'Studio Babelsberg', 'Media Plus', 'Elfte Babelsberg Film']",['Roman Polanski'],"['Ewan McGregor', 'Pierce Brosnan', 'Kim Cattrall', 'Olivia Williams', 'Tom Wilkinson']",tt1139328,PG-13,,Ewan McGregor,3061,The Ghost,Pierce Brosnan,517,Adam Lang,183009
44040,Devil,16/9/10,10000000,80,"['Horror', 'Mystery', 'Thriller']",4.9329,6.094,3014,"['Universal Pictures', 'MRC', 'The Night Chronicles', 'Relativity Media']",['John Erick Dowdle'],"['Chris Messina', 'Bojana Novaković', ""Jenny O'Hara"", 'Logan Marshall-Green', 'Jacob Vargas']",tt1314655,PG-13,,Chris Messina,61659,Detective Bowden,Bojana Novaković,81682,Young Woman / Sarah Caraway,12289375
38448,Ondine,5/3/10,12000000,111,"['Drama', 'Romance']",3.6519,6.386,341,"['Start Motion Pictures', 'Wayfare Entertainment', 'Octagon Films', 'Little Wave Productions', 'RTÉ', 'Fís Éireann/Screen Ireland']",['Neil Jordan'],"['Colin Farrell', 'Alicja Bachleda-Curuś', 'Dervla Kirwan', 'Alison Barry', ""Marion O'Dwyer""]",tt1235796,PG-13,,Colin Farrell,72466,Syracuse,Alicja Bachleda-Curuś,5203,Ondine,27497
34647,Enter the Void,5/5/10,13000000,161,"['Fantasy', 'Drama']",5.7821,7.294,1917,"['Fidélité Films', 'Wild Bunch', 'BUF', 'Les Cinémas de la Zone', 'Essential Filmproduktion', 'BiM Distribuzione']",['Gaspar Noé'],"['Paz de la Huerta', 'Nathaniel Brown', 'Cyril Roy', 'Olly Alexander', 'Masato Tanno']",tt1191111,,,Paz de la Huerta,59882,Linda,Nathaniel Brown,112741,Oscar,43651
43930,"Tomorrow, When the War Began",8/8/10,27000000,103,"['Action', 'Adventure', 'Drama']",4.3747,6.129,530,"['Omnilab Media', 'Ambience Entertainment']",['Stuart Beattie'],"['Caitlin Stasey', 'Rachel Hurd-Wood', 'Phoebe Tonkin', 'Deniz Akdeniz', 'Lincoln Lewis']",tt1456941,R,,Caitlin Stasey,145245,Ellie Linton,Rachel Hurd-Wood,129050,Corrie Mackenzie,3172
46261,Don't Be Afraid of the Dark,6/11/10,25000000,99,"['Fantasy', 'Horror', 'Thriller']",3.7062,5.8,1094,"['Miramax', 'Necropia Entertainment', 'Gran Via Productions']",['Troy Nixey'],"['Katie Holmes', 'Guy Pearce', 'Bailee Madison', 'Jack Thompson', 'Alan Dale']",tt1270761,R,,Katie Holmes,3897,Kim,Guy Pearce,529,Alex Hirst,8525728
37056,Letters to Juliet,13/5/10,30000000,105,"['Comedy', 'Drama', 'Romance']",5.2983,7.002,2953,"['Summit Entertainment', 'Applehead Pictures']",['Gary Winick'],"['Amanda Seyfried', 'Christopher Egan', 'Gael García Bernal', 'Vanessa Redgrave', 'Franco Nero']",tt0892318,PG,,Amanda Seyfried,71070,Sophie,Christopher Egan,1312315,Charlie,13540486
52338,Waiting for Forever,10/2/10,0,94,"['Drama', 'Romance']",4.3503,5.939,277,"['PCH Film', 'Catfish Productions', 'Weekend Films/Main Street Productions']",['James Keach'],"['Rachel Bilson', 'Tom Sturridge', 'Matthew Davis', 'Scott Mechlowicz', 'Richard Jenkins']",tt1296898,PG-13,,Rachel Bilson,52783,Emma Twist,Tom Sturridge,90451,Will Donner,8917
27576,Salt,21/7/10,110000000,100,"['Action', 'Mystery', 'Thriller']",5.2648,6.417,5753,"['Wintergreen Productions', 'Columbia Pictures', 'Relativity Media', 'di Bonaventura Pictures']",['Phillip Noyce'],"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor', 'Daniel Olbrychski', 'August Diehl']",tt0944835,,,Angelina Jolie,11701,Evelyn Salt,Liev Schreiber,23626,Theodore Winter,36011243
34544,The A-Team,9/6/10,110000000,117,"['Action', 'Comedy', 'Crime']",5.3718,6.41,4857,"['Phoenix Film Partners', 'Dune Entertainment', 'Stephen J. Cannell Productions', 'Top Cow Productions', 'Scott Free Productions', 'Big Screen Productions', '20th Century Fox', 'Ingenious Media']",['Joe Carnahan'],"['Liam Neeson', 'Bradley Cooper', 'Jessica Biel', ""Quinton 'Rampage' Jackson"", 'Sharlto Copley']",tt0429493,PG-13,,Liam Neeson,3896,Hannibal,Bradley Cooper,51329,Face,25669455
12201,Edge of Darkness,28/1/10,80000000,117,"['Crime', 'Drama', 'Mystery', 'Thriller']",4.9599,6.383,1633,"['Icon Productions', 'GK Films', 'BBC Film', 'Warner Bros. Pictures']",['Martin Campbell'],"['Mel Gibson', 'Ray Winstone', 'Danny Huston', 'Bojana Novaković', 'Shawn Roberts']",tt1226273,R,,Mel Gibson,2461,Craven,Ray Winstone,5538,Jedburgh,17214384
43949,Flipped,6/8/10,14000000,89,"['Romance', 'Drama']",7.4682,8.007,3222,"['Reiner / Greisman Productions', 'Castle Rock Entertainment']",['Rob Reiner'],"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards', 'John Mahoney']",tt0817177,,,Madeline Carroll,62564,Juli Baker,Callan McAuliffe,236851,Bryce Loski,224233
37710,The Tourist,8/12/10,100000000,103,"['Action', 'Thriller', 'Romance']",4.9947,6.181,5626,"['GK Films', 'Spyglass Entertainment', 'Birnbaum/Barber Productions', 'StudioCanal']",['Florian Henckel von Donnersmarck'],"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany', 'Timothy Dalton', 'Steven Berkoff']",tt1243957,PG-13,,Johnny Depp,85,Frank Tupelo,Angelina Jolie,11701,Elise Clifton-Ward,16472458
44048,Unstoppable,4/11/10,100000000,98,"['Action', 'Thriller']",5.3581,6.605,3753,"['20th Century Fox', 'Dune Entertainment', 'Prospect Park', 'Ingenious Media', 'Scott Free Productions', 'Big Screen Entertainment Group']",['Tony Scott'],"['Denzel Washington', 'Chris Pine', 'Rosario Dawson', 'Kevin Dunn', 'Kevin Corrigan']",tt0477080,PG-13,,Denzel Washington,5292,Frank Barnes,Chris Pine,62064,Will Colson,22688457
46705,Blue Valentine,26/12/10,1000000,112,"['Drama', 'Romance']",4.1614,7,3421,"['Cottage Industries', 'Incentive Filmed Entertainment', 'Silverwood Films', 'Hunting Lane Films', 'Chrysler Corporation', 'Shade Pictures', 'Motel Movies']",['Derek Cianfrance'],"['Ryan Gosling', 'Michelle Williams', 'John Doman', 'Mike Vogel', 'Ben Shenkman']",tt1120985,,,Ryan Gosling,30614,Dean,Michelle Williams,1812,Cindy,193728
20533,Jonah Hex,18/6/10,47000000,82,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",4.2659,4.961,1504,"['Warner Bros. Pictures', 'Legendary Pictures', 'Weed Road Pictures', 'Mad Chance', 'DC']",['Jimmy Hayward'],"['Josh Brolin', 'John Malkovich', 'Megan Fox', 'Michael Fassbender', 'Will Arnett']",tt1075747,PG-13,,Josh Brolin,16851,Jonah Hex,John Malkovich,6949,Turnbull,5379365
45657,The Ward,13/9/10,10000000,88,"['Horror', 'Mystery', 'Thriller']",6.091,5.765,1263,"['FilmNation Entertainment', 'Premiere Picture', 'Echo Lake Entertainment']",['John Carpenter'],"['Amber Heard', 'Mamie Gummer', 'Danielle Panabaker', 'Jared Harris', 'Laura-Leigh']",tt1369706,R,,Amber Heard,55085,Kristen,Mamie Gummer,47281,Emily,201437
28510,Universal Soldier: Regeneration,23/2/10,14000000,97,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",4.6171,5.661,467,"['Foresight Unlimited', 'Signature Entertainment', 'Baumgarten Management and Productions (BMP)', 'Unisol 3 Distribution']",['John Hyams'],"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Andrei Arlovski', 'Mike Pyle', 'Corey Johnson']",tt1288403,R,10713,Jean-Claude Van Damme,15111,Luc Deveraux,Dolph Lundgren,16644,Andrew Scott,173432
37786,Sex and the City 2,26/5/10,100000000,147,"['Comedy', 'Drama', 'Romance']",4.35,6.08,1693,"['Village Roadshow Pictures', 'New Line Cinema', 'Darren Star Productions', 'HBO']",['Michael Patrick King'],"['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis', 'Cynthia Nixon', 'Chris Noth']",tt1261945,R,50457,Sarah Jessica Parker,520,Carrie Bradshaw,Kim Cattrall,2109,Samantha Jones,31001870
27573,The Bounty Hunter,16/3/10,40000000,110,"['Action', 'Comedy', 'Romance']",4.7775,5.851,2962,"['Original Film', 'Relativity Media', 'Columbia Pictures']",['Andy Tennant'],"['Gerard Butler', 'Jennifer Aniston', 'Peter Greene', 'Jeff Garlin', 'Jason Sudeikis']",tt1038919,PG-13,,Gerard Butler,17276,Milo Boyd,Jennifer Aniston,4491,Nicole Hurley,20686423
35458,Crazy on the Outside,8/1/10,0,96,"['Comedy', 'Romance', 'Crime']",4.6745,5.2,140,[],['Tim Allen'],"['Tim Allen', 'Sigourney Weaver', 'Ray Liotta', 'J.K. Simmons', 'Julie Bowen']",tt1196134,PG-13,,Tim Allen,12898,Tommy,Sigourney Weaver,10205,Viki,64438
34016,She's Out of My League,11/3/10,20000000,104,"['Romance', 'Comedy']",3.9713,6.485,2262,"['Paramount Pictures', 'DreamWorks Pictures', 'Mosaic Media Group']",['Jim Field Smith'],"['Jay Baruchel', 'Alice Eve', 'T.J. Miller', 'Nate Torrence', 'Mike Vogel']",tt0815236,R,,Jay Baruchel,449,Kirk Kettner,Alice Eve,59860,Molly McCleish,9775278
43923,It's Kind of a Funny Story,8/10/10,8000000,102,"['Comedy', 'Drama']",4.837,7,2407,"['Focus Features', 'Wayfare Entertainment', 'Misher Films', 'Journeyman Pictures', 'Gowanus Projections', 'Start Media']","['Anna Boden', 'Ryan Fleck']","['Keir Gilchrist', 'Emma Roberts', 'Zach Galifianakis', 'Viola Davis', 'Lauren Graham']",tt0804497,,,Keir Gilchrist,132712,Craig Gilner,Emma Roberts,34847,Noelle,2013406
44115,127 Hours,12/11/10,18000000,94,"['Adventure', 'Drama', 'Thriller']",3.9077,7.084,7863,"['Fox Searchlight Pictures', 'Pathé', 'Everest Entertainment', 'Cloud Eight Films', 'Decibel Films', 'DSP', 'Film4 Productions', 'Dune Entertainment', 'Big Screen Productions', 'Down Productions']",['Danny Boyle'],"['James Franco', 'Kate Mara', 'Amber Tamblyn', 'Clémence Poésy', 'Lizzy Caplan']",tt1542344,,,James Franco,17051,Aron Ralston,Kate Mara,51072,Kristi Moore,264851
59457,Womb,15/7/10,3100000,111,"['Romance', 'Science Fiction']",3.7624,6.035,390,"['Razor Film Produktion', 'ARTE France Cinéma', 'Inforg Studio', 'Asap Films', 'ZDF/Arte', 'Boje Buck Produktion GmbH']",['Benedek Fliegauf'],"['Eva Green', 'Matt Smith', 'Lesley Manville', 'Peter Wight', 'István Lénárt']",tt1216520,NR,,Eva Green,10912,Rebecca,Matt Smith,136532,Thomas,16801
32823,Get Him to the Greek,3/6/10,40000000,109,"['Adventure', 'Comedy', 'Music']",4.6016,5.984,1864,"['Apatow Productions', 'Universal Pictures', 'Relativity Media', 'Spyglass Entertainment']",['Nicholas Stoller'],"['Jonah Hill', 'Russell Brand', 'Rose Byrne', 'Elisabeth Moss', 'Tyler McKinney']",tt1226229,R,,Jonah Hill,21007,Aaron Green,Russell Brand,59919,Aldous Snow,17570955
59435,An Invisible Sign,6/10/10,0,96,"['Family', 'Drama', 'Romance', 'Comedy']",4.2377,5.168,116,"['Ideal Partners', 'J2 Pictures', 'Silverwood Films']",['Marilyn Agrelo'],"['Jessica Alba', 'Bailee Madison', 'J.K. Simmons', 'Chris Messina', 'Sônia Braga']",tt1212454,PG-13,,Jessica Alba,56731,Mona Gray,Bailee Madison,54479,Young Mona,1279
23023,Tooth Fairy,14/1/10,48000000,101,"['Comedy', 'Family', 'Fantasy']",4.0821,5.476,2066,"['Dune Entertainment', 'Dune Entertainment III', 'Walden Media', 'Mayhem Pictures', '20th Century Fox', 'Blumhouse Productions']",['Michael Lembeck'],"['Dwayne Johnson', 'Stephen Merchant', 'Ashley Judd', 'Julie Andrews', 'Ryan Sheckler']",tt0808510,PG,222634,Dwayne Johnson,18918,Derek Thompson / Tooth Fairy,Stephen Merchant,39189,Tracy,14010409
50204,Burke & Hare,29/10/10,10000000,91,"['Comedy', 'Thriller', 'History', 'Horror']",4.4747,6.074,492,"['Quickfire Films', 'Ealing Studios', 'Fragile Films', 'Aegis Film Fund', 'Prescience']",['John Landis'],"['Simon Pegg', 'Andy Serkis', 'Isla Fisher', 'Georgia King', 'Tom Wilkinson']",tt1320239,R,,Simon Pegg,11108,William Burke,Andy Serkis,1333,William Hare,947
38358,The Last Exorcism,27/8/10,1800000,87,"['Horror', 'Thriller', 'Mystery']",3.4719,5.691,1079,"['Strike Entertainment', 'StudioCanal', 'Arcade Pictures']",['Daniel Stamm'],"['Patrick Fabian', 'Ashley Bell', 'Iris Bahr', 'Louis Herthum', 'Caleb Landry Jones']",tt1320244,PG-13,177675,Patrick Fabian,58791,Cotton Marcus,Ashley Bell,120248,Nell Sweetzer,20366613
51794,Five Minarets in New York,9/3/10,12000000,119,['Drama'],3.1436,5.6,138,['IM Global'],['Mahsun Kırmızıgül'],"['Haluk Bilginer', 'Mahsun Kırmızıgül', 'Mustafa Sandal', 'Gina Gershon', 'Danny Glover']",tt1686039,R,,Haluk Bilginer,117640,Hacı,Mahsun Kırmızıgül,99313,Fırat,4882738
25195,Leap Year,8/1/10,19000000,100,"['Romance', 'Comedy']",3.9059,6.9,2109,"['Birnbaum/Barber Productions', 'Universal Pictures', 'Spyglass Entertainment', 'Octagon Films', 'BenderSpink']",['Anand Tucker'],"['Amy Adams', 'Matthew Goode', 'Adam Scott', 'John Lithgow', ""Noel O'Donovan""]",tt1216492,PG,,Amy Adams,9273,Anna Brady,Matthew Goode,1247,Declan,9202815
23048,Hot Tub Time Machine,26/3/10,36000000,101,"['Science Fiction', 'Comedy', 'Adventure']",4.2812,6.047,2622,"['Metro-Goldwyn-Mayer', 'New Crime Productions', 'Lakeshore Entertainment', 'United Artists']",['Steve Pink'],"['John Cusack', 'Craig Robinson', 'Rob Corddry', 'Clark Duke', 'Sebastian Stan']",tt1231587,R,313576,John Cusack,3036,Adam,Craig Robinson,64342,Nick,14020502
38073,Going the Distance,27/8/10,32000000,102,"['Comedy', 'Drama', 'Romance']",5.4658,6.089,757,"['New Line Cinema', 'Offspring Entertainment']",['Nanette Burstein'],"['Drew Barrymore', 'Justin Long', 'Charlie Day', 'Jason Sudeikis', 'Christina Applegate']",tt1322312,R,,Drew Barrymore,69597,Erin Rankin Langford,Justin Long,15033,Garrett Scully,6884964
39691,Cats & Dogs: The Revenge of Kitty Galore,29/7/10,85000000,82,"['Family', 'Adventure', 'Comedy', 'Fantasy', 'Action']",4.2944,5.196,670,"['Village Roadshow Pictures', 'Polymorphic Pictures', 'Mad Chance', 'CD2 Films', 'Warner Bros. Pictures']",['Brad Peyton'],"['James Marsden', 'Nick Nolte', 'Christina Applegate', 'Bette Midler', 'Pascale Hutton']",tt1287468,PG,87014,James Marsden,11006,Diggs (voice),Nick Nolte,1733,Butch (voice),12279363
29427,The Crazies,26/2/10,20000000,101,"['Mystery', 'Horror', 'Action']",4.3182,6.297,2171,"['Penn Station Entertainment', 'Participant', 'Overture Films', 'Image Nation Abu Dhabi', 'Paramount Vantage']",['Breck Eisner'],"['Timothy Olyphant', 'Radha Mitchell', 'Joe Anderson', 'Danielle Panabaker', 'Joe Reegan']",tt0455407,R,,Timothy Olyphant,18082,David,Radha Mitchell,8329,Judy,16067552
35690,The Last Song,31/3/10,20000000,107,"['Drama', 'Family', 'Romance']",3.1338,7.235,3354,"['Touchstone Pictures', 'HopeTown Entertainment']",['Julie Anne Robinson'],"['Miley Cyrus', 'Greg Kinnear', 'Bobby Coleman', 'Liam Hemsworth', 'Hallock Beals']",tt1294226,PG,,Miley Cyrus,76594,Veronica 'Ronnie' Miller,Greg Kinnear,17141,Steve Miller,16007426
38093,Just Wright,14/5/10,0,101,"['Romance', 'Comedy']",3.5584,6.5,448,"['Dune Entertainment', 'Flavor Unit Entertainment', 'Fox Searchlight Pictures', 'Martin Chase Productions']",['Sanaa Hamri'],"['Queen Latifah', 'Common', 'Paula Patton', 'James Pickens Jr.', 'Phylicia Rashād']",tt1407061,PG,,Queen Latifah,15758,Leslie Wright,Common,4238,Scott McKnight,8284989
41733,Due Date,3/11/10,65000000,95,"['Comedy', 'Drama']",3.8758,6.384,5634,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros. Pictures']",['Todd Phillips'],"['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan', 'Jamie Foxx', 'Juliette Lewis']",tt1231583,R,,Robert Downey Jr.,3223,Peter Highman,Zach Galifianakis,58225,Ethan Tremblay,32689406
